{   {305, 245, 214, 171, 145, 125, 96, 74, 56, 42, 30, 20, 10, 0},
{307, 246, 215, 172, 145, 124, 95, 73, 56, 42, 30, 20, 10, 0},
{305, 245, 215, 171, 144, 124, 95, 73, 56, 42, 30, 19, 10, 0},
{310, 248, 217, 171, 144, 124, 94, 72, 55, 41, 29, 19, 10, 0},
{307, 246, 216, 172, 145, 124, 94, 72, 55, 41, 29, 19, 10, 0},
{306, 245, 215, 172, 144, 124, 94, 72, 55, 41, 29, 19, 10, 0},
{308, 246, 216, 172, 144, 124, 94, 72, 55, 41, 29, 19, 10, 0},
{306, 245, 215, 171, 144, 124, 94, 72, 55, 41, 29, 19, 10, 0},
{307, 245, 214, 171, 144, 124, 94, 72, 55, 41, 29, 19, 10, 0},
{309, 246, 215, 171, 144, 124, 94, 72, 55, 41, 29, 19, 10, 0},
{309, 247, 216, 171, 144, 123, 94, 72, 55, 41, 29, 19, 10, 0},
{306, 247, 216, 171, 144, 124, 94, 72, 55, 41, 29, 19, 10, 0},
{308, 245, 215, 171, 144, 124, 94, 72, 55, 41, 29, 19, 10, 0},
{308, 247, 216, 171, 144, 124, 94, 72, 55, 41, 29, 19, 10, 0},
{308, 246, 215, 171, 144, 124, 94, 72, 54, 40, 29, 19, 10, 0},
{310, 247, 216, 172, 144, 124, 94, 72, 55, 41, 29, 19, 10, 0},
{306, 245, 214, 170, 143, 123, 94, 72, 55, 41, 29, 19, 10, 0},
{307, 246, 215, 172, 145, 124, 94, 72, 55, 41, 30, 19, 10, 0},
{308, 247, 215, 171, 144, 124, 94, 72, 55, 41, 29, 19, 10, 0},
{306, 245, 214, 172, 145, 125, 94, 72, 55, 41, 30, 20, 10, 0}   }
