{   {229, 187, 165, 134, 114, 99, 77, 61, 48, 37, 28, 21, 14, 0},
{230, 187, 166, 134, 114, 99, 77, 61, 48, 37, 28, 21, 14, 0},
{231, 188, 166, 134, 114, 99, 77, 60, 47, 37, 28, 21, 14, 0},
{231, 188, 166, 134, 114, 99, 77, 60, 47, 36, 28, 20, 14, 0},
{232, 188, 167, 135, 114, 99, 77, 60, 47, 36, 28, 20, 14, 0},
{232, 189, 167, 135, 114, 99, 77, 60, 47, 36, 27, 20, 14, 0},
{232, 189, 167, 135, 114, 99, 77, 60, 47, 36, 28, 21, 14, 0},
{232, 189, 167, 135, 114, 99, 77, 60, 47, 36, 28, 21, 14, 0},
{232, 189, 167, 135, 114, 99, 77, 60, 47, 36, 28, 21, 14, 0},
{233, 189, 167, 135, 114, 99, 77, 60, 47, 36, 27, 20, 14, 0},
{233, 189, 167, 135, 114, 99, 76, 60, 46, 36, 27, 20, 13, 0},
{233, 190, 167, 135, 114, 99, 76, 60, 46, 36, 27, 20, 13, 0},
{234, 190, 168, 135, 115, 99, 76, 59, 46, 36, 27, 20, 13, 0},
{234, 190, 168, 135, 115, 99, 76, 60, 46, 36, 27, 20, 13, 0},
{234, 190, 168, 135, 115, 99, 76, 60, 46, 36, 27, 20, 14, 0},
{235, 191, 168, 136, 115, 99, 76, 59, 46, 36, 27, 20, 14, 0},
{235, 191, 168, 135, 115, 99, 76, 60, 46, 35, 27, 20, 13, 0},
{235, 190, 168, 135, 115, 99, 77, 60, 46, 36, 27, 20, 13, 0},
{234, 190, 168, 135, 115, 99, 77, 60, 47, 36, 27, 20, 13, 0},
{234, 190, 168, 135, 115, 99, 77, 60, 47, 36, 28, 20, 13, 0}   }
